List_Number,Name,Category,Type,MW,Density,Temperature,Refractive_Index,Melting_Point,Pressure,Boiling_Point,Dielectric_Constant
459,"1,2,4-Trimethyl Benzene",aromatic,None,120.19,0.889,4,1.503,-60.5,0,169.3,0
460,"1,2,5-Trimethyl Benzene",aromatic,None,120.19,0.8642,0,1.4998,-52.7,0,164.7,0
461,Propylbenzene,aromatic,None,120.2,0.862,0,1.49,-99.5,0,159.2,0
462,"1,3,5-Trimethyl Benzene",aromatic,None,120.2,0.8642,20,1.4998,-52.7,0,164.7,2.27
463,1-Chlorohexane,alkane,None,120.62,0.8784,0,1.424,-83,0,132,0
464,2-Chloro-Hexane,alkane,None,120.62,0.8694,21,1.4142,0,0,0,0
465,3-Chloro-Hexane,alkane,None,120.62,0.87,20,1.4163,0,0,0,0
466,1-Bromo-1-Propene,alkene,None,120.99,1.4133,20,1.4519,-116.6,0,59.5,0
467,o-Ethyl Aniline,other,None,121.18,0.983,22,1.5584,-5,0,209.1,0
468,o-Methyl Toluidine,other,None,121.18,0.9769,20,1.5649,0,0,206,0
469,"2,4,6-Trimethyl Pyridine",other,None,121.18,0.9166,22,1.4959,0,754,172,0
470,Salicylaldehyde,aldehyde,None,122.13,1.1525,25,1.5702,-7,0,196.7,13.9
471,o-Methylanisole,other,None,122.16,0.985,15,1.5199,0,0,170.3,0
472,Phenetole,other,None,122.17,0.9605,25,1.5049,-29.5,0,170,4.22
473,Diethanol Sulfide,other,None,122.19,1.1793,25,1.5146,-10,0,282,0
474,2-Chloroethyl Acetate,ester,None,122.55,1.1783,6,1.4215,-20,0,145,0
475,Ethyl Chloroacetate,ester,None,122.55,1.1144,20,1.4215,-26,740,144,0
476,1-Chloro-3-Pentanol,alcohol,None,122.6,1.0327,25,1.466,0,0,173,0
477,Acetyl Bromide,other,None,122.96,1.663,0,1.4538,-96.5,0,76.7,0
478,1-Bromopropane,alkane,None,123,1.3452,25,1.4317,-109.8,0,71,8.09
479,2-Bromopropane,alkane,None,123,1.306,25,1.4221,-89,0,59.4,9.46
480,Nitrobenzene,aromatic,None,123.11,1.2082,15,1.5546,5.7,0,210.8,34.82
481,Diethyl Zinc,other,None,123.5,1.182,18,1.4954,-28,0,118,0
482,m-Thiocresol,alcohol,None,124.21,1.0526,12,1.5752,-20,0,195.4,0
484,3-Chloro-2-Chloromethyl-Propene,alkene,None,125,1.1782,20,1.4754,-14,0,138.3,0
485,Caprylo Nitrile,other,None,125.21,0.8097,25,1.4182,-45.6,0,205.2,13.9
486,Dimethyl Sulfate,ester,None,126.13,1.3283,20,1.3874,-31.8,760,188.5,0
487,"2,5-Dimethyl-Cyclohexanone",ketone,None,126.19,0.9025,20,1.4446,0,0,178,0
488,2-Nonene (Trans),other,None,126.23,0.754,0,1.4191,0,0,148.5,0
489,1-Nonene,alkene,None,126.24,0.7253,25,1.4133,-81.4,0,146.9,0
490,Benzyl Chloride,other,None,126.58,1.1,0,1.5391,-39,0,179.4,23
491,m-Chlorotoluene,aromatic,None,126.58,1.0722,0,1.5214,-47.8,0,162,5.55
492,p-Chlorotoluene,aromatic,None,126.58,1.0697,0,1.5199,7.5,0,162,6.08
493,"1,2-Dichloro Isobutane",alkane,None,127.01,1.093,20,1.437,-130,0,108,0
494,"1,1-Dichlorobutane",alkane,None,127.02,1.0863,0,1.4355,0,763,114.5,0
495,"1,2-Dichlorobutane",alkane,None,127.02,1.1116,25,1.4474,0,0,124,0
496,"1,4-Dichlorobutane",alkane,None,127.02,1.7598,12,1.4566,-38.7,0,162,0
497,"2,3-Dichlorobutane",alkane,None,127.03,1.1134,20,1.442,-80,760,116,0
498,"1,1-Dichloro-2-Methyl Propane",alkane,None,127.03,1.0111,20,1.433,0,760,105.5,0
499,"1,2-Dichloro-2-Methyl Propane",alkane,None,127.03,1.093,20,1.437,-130,760,108,0
500,"1,3-Dichloro-2-Methyl Propane",alkane,None,127.03,1.1325,25,1.4488,0,760,134.6,0
501,1-Acetylpiperidine,other,None,127.18,1.0112,9,0,108,0,226.5,0
502,o-Chloroaniline,other,None,127.57,1.2125,20,1.5881,-1.9,0,208.8,13.4
503,3-Methyl-Heptanone-2,ketone,None,128.21,0.8318,20,1.4172,0,0,167,0
504,2-Ethyl Cyclohexanol(Cis),other,None,128.22,0.9274,21,1.4655,0,12,74,0
505,Octanone-2,ketone,None,128.22,0.8185,0,1.4161,-20.9,0,173,0
506,Octanone-3,ketone,None,128.22,0.822,20,1.4156,0,738,169,0
507,Iso-Nonane,alkane,None,128.25,0.7134,0,1.4032,-80.5,0,142.8,6
508,4-Methyl Octane,alkane,None,128.25,0.7199,0,1.4061,-119.1,0,142.4,0
509,Nonane,alkane,linear,128.25,0.7138,25,1.4054,-53.5,0,150.8,1.97
510,"2,2,5-Trimethyl Hexane",alkane,None,128.25,0.7032,25,1.3997,-105.8,0,124.1,0
511,Dichloroacetic Acid,acid,None,128.94,1.5634,20,1.4658,10.8,0,192.5,8.2
512,"1,3-Dichloro-2-Propanol",alcohol,None,128.99,1.3506,17,1.4837,0,760,176,0
513,N-Acetyl Morpholine,other,None,129.16,1.1165,20,1.4383,14,50,152,0
514,Cinnamonitrile,nitrile,None,129.16,1.0283,20,1.6043,22,0,263.8,0
515,Quinoline,other,None,129.16,1.0977,25,1.6293,-14.9,760,237.1,9
516,Dibutylamine,amine,None,129.25,0.7619,20,1.4177,-62,0,159.6,2.98
517,Ethylacetoacetate,ester,None,130.15,1.0222,20,1.4192,-40,0,180.8,15.7
518,Propionic Anhydride,other,None,130.15,1.011,20,1.4045,-43,0,169,18.3
519,N-Butyl Propionate,ester,None,130.18,0.8818,0,1.3982,-89.5,0,145.5,0
520,Heptanoic Acid,acid,None,130.18,0.9185,0,1.4216,-10,0,223,0
521,Isobutyl Propionate,ester,None,130.18,0.8876,20,1.3975,-71.4,0,136.8,0
522,4(2-Aminoethyl)Morpholine,other,None,130.19,0.9915,20,1.4715,25.6,50,116,0
523,Amyl Acetate,ester,None,130.19,0.8753,20,1.4028,-100,0,149.2,4.75
524,Ethyl Isovalerate,ester,None,130.19,0.8652,20,1.3962,-99.3,0,134.7,4.71
525,2-Octanol(Dl),other,None,130.22,0.8193,0,1.4203,-38.5,0,180,0
526,"2,2,4-Trimethyl Pentanol-4",other,None,130.22,0.827,0,1.4293,-16.7,0,194.5,0
527,Butyl Ether,ether,None,130.23,0.7641,25,1.3968,-95.2,0,142.2,0
528,2-Ethyl-1-Hexanol,alcohol,None,130.23,0.8291,25,1.4292,.,0,184.4,4.41
529,2-Methyl-Heptanol-2,alcohol,None,130.23,0.8142,20,1.4279,0,0,156,0
530,3-Methyl-Heptanol-.3,other,None,130.23,0.8282,20,1.4238,-83,0,163,0
531,1-Octanol,alcohol,None,130.23,0.8221,25,1.4275,-15,0,195.2,10.34
532,p-Fluoro Chloro Benzene,aromatic,None,130.55,1.226,0,1.499,-28.3,757,130,0
533,Trimethyl Borate,ester,None,130.92,0.92,23,1.3568,-34,0,69,0
534,Isoamyl Acetate,ester,None,130.98,0.8664,25,1.3984,78.5,0,42,4.63
535,4(B-Hydroxyethyl)Morpholine,other,None,131.17,1.071,20,1.478,0,757,227,0
536,1-Nitrohexane,alkane,None,131.17,1.061,0,1.4229,0,0,0,0
537,Trichloroethylene,alkene,None,131.39,1.4762,15,1.48,-86.4,0,87.2,3.42
538,Dimethylmalonate,ester,None,132.11,1.1544,0,1.414,-80,0,183,0
539,Cellosolve Acetate,ester,None,132.16,0.973,20,1.405,-61.7,0,156.3,7.57
540,Cinnamaldehyde,aldehyde,None,132.16,1.0497,20,1.6195,-75,760,253,16.9
541,"1,2,3,4-Tetrahydronaphthalene",alkene,None,132.21,0.9702,20,1.5414,-35.8,0,207.6,2.77
542,"1,2,3,4-Tetrahydronaphthalene",alkene,None,132.21,0.9662,25,1.5492,-35.8,0,207.6,2.77
543,1-Fluoro Octane,alkane,None,132.22,0.8103,0,1.3935,0,0,142.5,0
544,Ethyldiethanol Amine,amine,None,133.19,1.0135,20,1.4663,-50,760,247,0
545,"1,1,1-Trichloroethane",alkane,None,133.41,1.3376,20,1.4379,-30.4,0,74,7.53
546,"1,1,2-Trichloro Ethane",alkane,None,133.41,1.4405,20,1.4706,-37.4,0,113,0
547,3-Bromo Propionitrile,nitrile,None,133.98,1.6152,20,1.147,0,25,92,0
548,Allyl Phenyl Ether,ether,None,134.18,0.9788,25,1.52,0,18,85,0
549,Carbitol,alcohol,None,134.18,0.9881,0,1.4273,0,0,201,0
550,Cinnamyl Alcohol,alcohol,None,134.18,1.044,20,1.5819,33,0,257.5,0
551,2-(2-Ethoxyethoxy)Ethanol,alcohol,None,134.18,0.9814,25,1.4254,0,0,202,0
552,Bis(2-Methoxyethyl) Ether,ether,None,134.18,0.944,25,1.4043,0,0,159.8,0
553,1-Phenyl-2-Propanone,ketone,None,134.18,1.0157,20,1.5168,27,0,216.5,0
554,Propiophenone,ketone,None,134.18,1.0105,20,1.5269,18.6,0,218,0
555,o-Diethyl Benzene,aromatic,None,134.21,0.88,0,1.5035,-20,0,183,0
556,"1,3-Diethylbenzene",aromatic,None,134.21,0.8639,20,1.4955,-20,0,181,0
557,"1,4-Diethylbenzene",aromatic,None,134.21,0.862,20,1.4967,-35,0,182,0
558,p-Isopropyl Toluene,aromatic,None,134.21,0.8569,0,1.4904,0,0,177,0
559,1234 Tetramethyl-Benzene,aromatic,None,134.21,0.901,0,1.5187,-64,0,203.5,0
560,1235 Tetra-Methyl-Benzene,aromatic,None,134.21,0.8906,0,1.5134,-24,0,196,0
561,Butyl Benzene,aromatic,None,134.22,0.8561,25,1.4874,-87.9,0,183.3,2.36
562,Sec-Butyl Benzene,aromatic,None,134.22,0.858,25,1.4878,-75.5,0,173.3,2.36
563,p-Cymene,alkene,None,134.22,0.8533,25,1.4885,-67.9,0,177.1,2.25
564,Tert-Butyl Benzene,aromatic,None,134.22,0.8624,25,1.4902,-57.9,0,169.1,2.37
565,4-Chlorocyclohexanol,alcohol,None,134.61,1.1435,17,1.493,0,14,106,0
566,1-Chloro Heptane,alkane,None,134.65,0.881,0,1.4248,-69,0,158,0
567,2-Chloro Heptane,alkane,None,134.65,0.8725,15,1.4221,0,19,46,0
568,3-Chloro-Heptane,alkane,None,134.65,0.896,20,1.4237,0,751,144,0
569,4-Chloro-Heptane,alkane,None,134.65,0.871,20,1.4237,0,758,144,0
570,4-Bromo-1-Butene,alkene,None,135.01,1.323,20,1.4622,0,758,98.5,0
571,Benzedrine,other,None,135.2,0.94,15,1.5463,0,0,203.5,0
572,Phenyl Acetate,ester,None,136.14,1.073,25,1.5051,0,765,195.8,18.4
573,Benzyl Formate,ester,None,136.15,1.0817,25,1.5121,0,20,93,0
574,Methyl Benzoate,ester,None,136.15,1.079,30,1.5123,-12.1,0,199.5,6.59
575,N-Propyl Phenyl Ether,ether,None,136.19,0.953,15,1.5011,0,0,189.5,0
576,Benzyl Ethyl Ether,ether,None,136.2,0.9446,25,1.4934,0,0,185,3.9
577,3-Phenyl-1-Propanol,alcohol,None,136.2,1.008,20,1.5357,-18,750,236.5,0
578,Alpha Pinene,alkene,None,136.24,0.8539,25,1.4632,-64,0,156.9,2.26
579,Beta Pinene,alkene,None,136.24,0.8667,25,1.4768,-61.5,0,166,2.5
580,Ethyl Chloroglyoxylate,ester,None,136.54,1.2226,20,0,0,760,135,0
581,6-Chloro-Hexanol-1,alcohol,None,136.62,1.024,0,1.4531,0,12,107,0
582,Bromobutane,alkane,None,137.03,1.2764,20,1.4389,-112.4,0,101.3,0
583,2-Bromo-2-Me Propane,alkane,None,137.03,1.222,20,1.4283,-20,0,73.3,0
584,1-Bromo-2-Me Propane,alkane,None,137.03,1.3356,25,1.4348,0,0,91,0
585,Diethyl Selenide,other,None,137.06,1.23,20,1.4768,0,0,108,0
586,Anilino Ethanol,alcohol,None,137.18,1.1129,25,1.5749,0,0,286,0
587,Methoxy Benzyl Alcohol,alcohol,None,138.16,1.043,25,1.549,0,0,249,0
588,2-Phenoxyethanol,alcohol,None,138.17,1.102,22,1.534,14,0,237,0
589,Veratrole,other,None,138.17,1.0819,25,1.5323,22.5,0,206.3,4.09
590,Diethyl Sulfite,other,None,138.19,1.0829,20,1.4144,0,768,157,0
591,Isophorone,ketone,None,138.21,0.9229,20,1.4759,-8.1,754,214,0
592,Decahydro Naphthalene,alkene,None,138.24,0.8789,25,1.4758,-125,0,191.7,0
593,Cis-Decahydro Naphthalene,alkene,None,138.24,0.8967,0,1.4811,-43.3,0,195.7,0
594,Trans-Decahydro Napthalene,alkene,None,138.24,0.87,0,1.4696,-32.5,0,187.3,0
595,Bromoacetic Acid,acid,None,138.95,1.9335,50,1.4804,5,760,208,0
596,1-Phenyl-2-Propanol,alcohol,None,139.2,0.9727,19,1.5314,36,0,217,0
597,Pelargonic Nitrile,other,None,139.23,0.786,16,1.4235,-34.2,0,224,0
598,Decahydro Quinoline,other,None,139.24,0.9426,20,1.4926,-40,20,90,0
599,Trimethyl Phosphate,ester,None,140.08,1.2144,20,1.3967,-46,760,197.2,0
600,2-Acetyl Cyclohexanone,ketone,None,140.18,1.0782,20,1.5138,0,18,112,0
601,2-Isopropyl Cyclohexanone,ketone,None,140.23,0.927,20,1.4538,0,76,199,0
602,Butyl Cyclohexane,alkane,None,140.27,0.8178,20,1.44,-78.6,0,179,0
603,1-Decene,alkene,None,140.27,0.7369,25,1.4191,-66.3,0,170.6,0
604,"1,5-Dichloropentane",alkane,None,141.04,1.1006,20,1.4564,-72.8,760,180,0
605,Iodomethane,alkane,None,141.94,2.2649,25,1.527,-66.5,0,42.4,7
606,1-Acetyl Cyclohexanol,alcohol,None,142.2,1.0257,20,1.4726,0,50,125,0
607,1-Methyl Naphthalene,alkene,None,142.2,1.0202,20,1.617,-22,760,244.6,0
608,Methyl Heptyl Ketone,ketone,None,142.23,0.8185,0,1.4161,.,0,173,0
609,4-Nonanone,ketone,None,142.24,0.837,20,1.421,0,0,187.5,0
610,5-Nonanone,ketone,None,142.24,0.827,20,1.398,-4.8,0,188.4,0
611,"3,3,5-Trimethyl Cyclohexanol",alcohol,None,142.24,0.9006,16,1.455,37.3,750,202,0
612,Decane,alkane,linear,142.27,0.7262,25,1.4119,-29.7,0,174.1,1.99
613,Methyl Dichloro Acetate,ester,None,142.97,1.3774,20,1.4429,-51.9,760,142.8,0
614,Bis (2-Chloro Ethyl) Ether,ether,None,143.01,1.2192,20,1.4575,-46.8,0,178.8,21.2
615,"1,3-Dichloro-2-Methyl-2-Propanol",alcohol,None,143.02,1.2758,20,1.4744,0,0,174.5,0
616,2-Methyl Quinoline,other,None,143.18,1.0585,0,1.6126,-1,0,246.5,0
617,Tri-N-Propyl Amine,amine,None,143.27,0.753,25,1.4176,-93.5,0,156,0
618,1-Bromo-2-Chloro-Ethane,alkane,None,143.43,1.7392,20,1.4917,-16.7,0,107,0
619,Dimethyl Maleate,ester,None,144.13,1.1513,20,1.4422,-17.5,0,200.4,0
620,Tetrahydrofurfuryl Acetate,ester,None,144.17,1.0672,25,1.4352,0,14,85,0
621,4-(3-Aminopropyl) Morpholine,other,None,144.21,0.9872,20,1.4749,-15,50,134,0
622,Amyl Propionate,ester,None,144.21,0.876,0,1.4096,-73.1,760,168.7,0
623,N-Butyl Butyrate,ester,None,144.21,0.8717,20,1.4045,-91.5,760,166.6,0
624,Isobutyl Butyrate,ester,None,144.21,0.8364,18,1.403,0,0,157,0
625,N-Propyl Valerate,ester,None,144.21,0.8888,0,1.4057,0,0,167.5,0
626,Caprylic Acid,acid,None,144.22,0.9106,20,1.428,16.5,0,239.9,2.45
627,2-Ethylbutyl Acetate,ester,None,144.22,0.879,20,1.4109,-100,760,162.5,0
628,Hexyl Acetate,ester,None,144.22,0.8779,15,1.4092,-80.9,760,171.5,0
629,Isobutyl Isobutyrate,ester,None,144.22,0.8742,20,1.3999,-80.7,0,147.5,0
630,Isobutyl Isobutyrate,ester,None,144.22,0.8489,25,1.3981,-80.7,0,175.6,0
631,Nonyl Alcohol,alcohol,None,144.25,0.8273,0,1.4333,-5,0,212,0
632,"2,6-Dimethyl- 4-Heptanol",alcohol,None,144.26,0.809,21,1.4242,0,760,176.5,0
633,Siliconane,alkane,None,144.34,0.7682,0,1.4243,0,0,154.7,0
634,4-Phenyl Butyronitrile,nitrile,None,145.21,0.9762,0,1.515,0,0,139,0
35,"3,3,3-Trichloropropene",alkene,None,145.43,1.369,20,1.4827,30,0,104.5,0
636,Diethyl Oxalate,ester,None,146.14,1.0669,30,1.406,-40.6,0,185.4,1.8
637,Ethylene Diacetate,ester,None,146.14,1.1043,20,1.4159,-41.5,0,190.9,10
638,Butyl Lactate,ester,None,146.19,0.9803,22,1.4217,-43,13,83,0
639,"2-Ethyl-1,3-Hexanediol",alcohol,None,146.23,0.9325,22,1.4497,-40,760,244,0
640,Hexyl Cellosolve,other,None,146.23,0.8894,20,1.4291,-45.1,760,208,0
641,Triethylenetetramine,amine,None,146.24,0.982,20,1.4971,12,760,266.5,0
642,o-Dichlorobenzene,aromatic,None,147.01,1.3059,20,1.5515,-11,0,180.5,9.93
643,m-Dichlorobenzene,aromatic,None,147.01,1.2884,20,1.5459,-24.8,0,173,5.04
644,p-Dichlorobenzene,aromatic,None,147.01,1.2416,60,1.5285,53.1,0,174.1,2.41
645,Kairoline,other,None,147.21,1.022,0,1.5082,0,758,0,0
646,1-Phenyl-Pyrrolidine,other,None,147.22,1.026,25,1.5803,0,9,113,0
647,Trichloro Acetaldehyde,aldehyde,None,147.4,1.512,0,1.4557,-57.5,0,98,0
648,"1,1,1-Trichloro Propane",alkane,None,147.43,1.287,23,0,0,760,107.5,0
649,"1,1,2-Trichloro Propane",alkane,None,147.43,1.372,25,0,0,760,140,0
650,"1,1,3-Trichlo Propane",alkane,None,147.43,1.3557,20,1.4718,.,760,145.6,0
651,"1,2,2-Trichlo Propane",alkane,None,147.43,1.318,25,1.4609,0,762,124,0
652,"1,2,3-Trichloro Propane",alkane,None,147.44,1.394,0,1.4858,-14.7,0,156,0
653,Butyrophenone,ketone,None,148.2,0.988,0,1.532,11,727,231,0
654,1-Phenylpentane,alkane,None,148.24,0.8662,0,1.4943,-78.3,0,205.3,0
655,1-Chloro Octane,alkane,None,148.67,0.8748,0,1.4306,0,765,181,0
656,"1-Chloro-2,5-Dimethyl Hexane",alkane,None,148.68,0.8476,18,1.4232,0,14,44,0
657,2-Bromo-3-Methyl-1-Butene,alkene,None,149.04,1.2328,20,1.4504,0,757,105,0
658,1-Bromo-3-Methyl-2-Butene,alkene,None,149.04,1.2819,20,1.493,0,40,50.5,0
659,2-Bromo-3-Methyl-2-Butene,alkene,None,149.04,1.2773,20,1.4738,0,766,119.5,0
660,Triethanolamine,amine,None,149.19,1.1196,25,1.4835,21.6,0,335.4,29.36
661,N-Butylaniline,other,None,149.24,0.9323,20,1.5341,-14.4,760,241.6,0
662,"2,2,2-Trichloroethanol",alcohol,None,149.42,1.5521,25,1.489,17.8,737,151,0
663,Benzyl Acetate,ester,None,150.18,1.055,20,1.5232,-51.5,0,215.5,5.1
664,Ethyl Benzoate,ester,None,150.18,1.0511,15,1.5075,-34.7,0,212.4,6.02
665,Triethylene Glycol,alcohol,None,150.18,1.1274,15,1.4578,.,0,288,23.69
666,N-Butyl Phenyl Ether,ether,None,150.21,0.9351,0,1.4969,-19,0,210,0
667,2-Methyl-1phenyl Propanol-1,alcohol,None,150.22,0.9869,14,1.5193,0,0,223,0
668,2-Methyl-1phenyl Propanol-2,alcohol,None,150.22,0.9774,19,1.5201,24,0,215,0
669,4-Chlorobutyl Acetate,ester,None,150.61,1.0759,0,1.434,0,0,83,0
670,1-Bromo-3-Methyl Butane,alkane,None,151.05,1.2609,20,1.442,-112,0,120,0
671,1-Bromopentane,alkane,None,151.05,1.2177,0,1.4413,-95,0,129.7,0
672,Ethyl-2-Pyridinecarboxylate,ester,None,151.16,1.1194,20,1.5104,1,0,243,0
673,Methyl Salicylate,ester,None,152.15,1.1831,20,1.5365,-8.6,0,233.3,9.41
674,2-Benzyloxyethanol,alcohol,None,152.2,1.064,20,1.5233,-75,760,256,0
675,Cinnamyl Chloride,other,None,152.63,1.096,0,0,19,0,214,0
676,Bromomethyl Acetate,ester,None,152.99,1.656,12,0,0,750,130,0
677,o-Nitroanisole,other,None,153.14,1.2527,20,1.5619,10.5,0,265,0
678,Carbon Tetrachloride,other,None,153.82,1.6037,15,1.4631,-23,0,76.7,2.24
679,Carbon Tetrachloride,other,None,153.82,1.5844,25,1.4574,-23,0,76.7,2.24
680,Diethyl Sulfate,ester,None,154.19,1.1774,20,1.4004,-24.5,0,208,0
681,"1,8-Cineole",other,None,154.25,0.9192,25,1.4555,1.3,0,176,4.57
682,2-n-Butyl Cyclohexanone,ketone,None,154.28,0.935,20,1.4545,0,2,7,0
683,1-Undecene,alkene,None,154.29,0.7506,0,1.4261,-50,0,193.1,0
684,Succinyl Chloride,other,None,154.98,1.3748,20,1.4683,20,760,193.3,0
